#	RadiusAU	AngularMomentumX	AngularMomentumX_std	AngularMomentumY	AngularMomentumY_std	AngularMomentumZ	AngularMomentumZ_std	CellMassMsun	CellMassMsun_std	Density	Density_std	SpecificAngularMomentumX	SpecificAngularMomentumX_std	SpecificAngularMomentumY	SpecificAngularMomentumY_std	SpecificAngularMomentumZ	SpecificAngularMomentumZ_std	
4.0000000000000000e+00	4.7441773833902476e+44	2.2599003589581740e+44	-4.7326386601585275e+43	1.2444258602070347e+44	5.2019888963388732e+44	2.1521868554295292e+44	4.1212523557748170e-08	1.5582611009451078e-08	3.5620928020571969e-16	1.3468407591261751e-16	3.5859951344997687e+19	3.2192646603705975e+19	3.7997577371842314e+18	4.5354035003124744e+19	7.8618885987907502e+19	3.6941463010717835e+19
6.0000000000000000e+00	6.7989341601744499e+44	2.6877941734608300e+44	-7.0137787372316942e+44	2.7528325226317817e+44	8.3193520785643462e+44	2.6377471247832241e+44	5.2818089693682167e-08	2.5388355887334831e-08	4.5651884639542974e-16	2.1943737474755894e-16	5.7195855715562938e+19	6.8888058327575765e+19	-1.6956158529366681e+20	7.1822009005878723e+19	2.4892635243025986e+20	5.4841947480112710e+19
8.0000000000000000e+00	1.3911804895048503e+45	4.1368837135034200e+44	-4.7617569292235966e+44	3.0399597405578342e+44	1.5769741781876338e+45	3.1090919736216479e+44	8.5513503491503392e-08	2.3957049885474518e-08	7.3911279623280784e-16	2.0706626915480435e-16	2.5802440148491620e+20	1.1229042163321486e+20	-1.3117058746526004e+20	1.4864076836669850e+20	6.3088728348993362e+20	8.5320703459232842e+19
1.0000000000000000e+01	1.1852077422055215e+45	5.2088454644107845e+44	-5.7953886711394459e+44	1.9665858081078059e+44	1.5055824961469522e+45	2.5202323480936697e+44	7.5754730685432871e-08	2.5272402820413814e-08	6.5476548777278052e-16	2.1843516583288993e-16	3.1884806982883305e+20	1.0024807923025178e+20	-1.8712953737575065e+20	1.2590810068363700e+20	5.4009570457722814e+20	6.2764745373018464e+19
1.2000000000000000e+01	3.2304172329793053e+45	7.7483905083623747e+44	-3.5092929197118464e+44	5.5102782513193767e+44	3.3280359610177744e+45	5.5063695966255449e+44	1.8662809079216817e-07	3.3290278529284291e-08	1.6130693330170407e-15	2.8773550195605180e-16	5.7291909526001667e+20	1.2906858811312580e+20	-8.9000421053763518e+19	1.6501087165310435e+20	6.7931385997341937e+20	1.3613169254450895e+20
1.4000000000000000e+01	3.4139455821745618e+45	9.8514871014866066e+44	-5.8851318279912677e+44	5.5782329056969028e+44	3.4284154715668825e+45	6.3023344718220274e+44	1.9338565458091401e-07	3.4108357974373169e-08	1.6714765045594608e-15	2.9480634996849819e-16	6.3680074304720811e+20	1.3092860152278953e+20	-3.0871562715323485e+20	1.7243097840959567e+20	7.2601674916271659e+20	1.2978104469015454e+20
1.6000000000000000e+01	3.5608891320484300e+45	9.3890190797713837e+44	-5.7198714429837519e+44	6.8774965382887330e+44	4.4354334923007813e+45	7.0429336449649809e+44	2.5146621626479076e-07	3.2993297667374667e-08	2.1734801016545970e-15	2.8516862834765792e-16	5.7147011460622470e+20	1.3616029673807721e+20	-3.0013151863813538e+20	1.8441594318313918e+20	8.9791674869812167e+20	1.5129293497087223e+20
1.8000000000000000e+01	4.7060470130231584e+45	1.1042201930999646e+45	6.5742716522627668e+44	7.2275579401409452e+44	3.9143610241176111e+45	7.3265032742028774e+44	2.4446959194650020e-07	2.8088421779594627e-08	2.1130066752021762e-15	2.4277466266301958e-16	7.4457827103918431e+20	1.3691011290273463e+20	-2.7307872511207198e+20	2.0472040733540608e+20	6.3900512346869518e+20	1.5465933978524094e+20
2.0000000000000000e+01	5.3446468388812854e+45	1.0739289440751447e+45	-5.5325246076496645e+44	8.9705635179175482e+44	6.5002571305504605e+45	8.5770342230565846e+44	3.3279573516385366e-07	2.7168308859862625e-08	2.8764297607774746e-15	2.3482191596003104e-16	1.0207938359366614e+21	1.8480424685175433e+20	-5.4867725356629970e+20	2.4885031718985292e+20	1.3964103396477245e+21	2.1497553883767957e+20
2.2000000000000000e+01	7.7381898276456097e+45	1.4576309755494755e+45	1.5551886582230817e+45	1.1511312433314732e+45	6.2074297653610984e+45	9.2583687698046099e+44	3.4784273886640184e-07	2.9163642527454600e-08	3.0064844600638964e-15	2.5206804184958614e-16	1.0426444205321510e+21	1.9612719306965549e+20	-5.5943200590771441e+20	2.5428353090750277e+20	1.3744802138718853e+21	2.2226784412937830e+20
2.4000000000000000e+01	6.3155729620859837e+45	1.1520769293848936e+45	6.2528166985678054e+44	1.0986773451561549e+45	6.6039750287499069e+45	9.2444606865463247e+44	3.5110183849822760e-07	2.4181868713843626e-08	3.0346536046285245e-15	2.0900942977970125e-16	1.3355500666577570e+21	2.3191435249267032e+20	-4.1006640409315220e+20	3.1538645548146734e+20	1.4156056979874130e+21	2.9814326369096748e+20
2.6000000000000000e+01	9.5417738263436269e+45	1.5414183916488032e+45	3.5052361944803583e+45	1.3202893193387548e+45	6.5390448613144910e+45	1.0527489095938557e+45	3.9828801160563061e-07	2.7265908040584251e-08	3.4424945060646735e-15	2.3566548803260266e-16	1.8408621838939099e+21	2.7432935173506187e+20	-2.0062218169865300e+20	3.5733325312296498e+20	1.0970660637678358e+21	3.2982348637259255e+20
