#	RadiusAU	AngularMomentumX	AngularMomentumX_std	AngularMomentumY	AngularMomentumY_std	AngularMomentumZ	AngularMomentumZ_std	CellMassMsun	CellMassMsun_std	Density	Density_std	SpecificAngularMomentumX	SpecificAngularMomentumX_std	SpecificAngularMomentumY	SpecificAngularMomentumY_std	SpecificAngularMomentumZ	SpecificAngularMomentumZ_std	
4.0000000000000000e+00	1.4852084072249067e+46	1.0610407148364002e+46	4.4131211176986601e+46	1.5154137581280300e+46	-1.1526549677006167e+47	6.0404898518079940e+46	1.6990147592835905e-06	6.9158416782551538e-07	1.4684973697746787e-14	5.9775203592570012e-15	1.7025099427684477e+20	6.6861911050877985e+19	5.7170359897541689e+19	9.1224818048029868e+19	-1.9796190702411789e+20	4.4984389870063313e+19
6.0000000000000000e+00	3.3904027276086456e+47	1.2519952243496911e+47	1.8744491006818372e+47	8.8791045621475784e+46	-5.3587528679792912e+47	1.2100316345359170e+47	8.5467696840734197e-06	1.5481210987303992e-06	7.3871687885889898e-14	1.3380765229708117e-14	3.0445162327628592e+20	1.2035384125794148e+20	3.3510027005419205e+20	1.1529465871416096e+20	-4.3395691124889171e+20	8.4775643386690126e+19
8.0000000000000000e+00	8.6100160899070905e+47	1.8441193454334809e+47	5.2641298398418704e+47	1.8765445507854439e+47	-1.2254948310830088e+48	1.7429265597283474e+47	1.9020553325741316e-05	2.3101737870493005e-06	1.6439899876024530e-13	1.9967361151322708e-14	6.4826049501903821e+20	1.2006780387313800e+20	1.8488482078169049e+20	1.7975393621691263e+20	-8.4815187021353294e+20	8.5209586150367478e+19
1.0000000000000000e+01	2.0591874118442649e+48	3.2260121393441922e+47	1.0909582471934396e+48	3.0495727525236091e+47	-2.8456862043449672e+48	3.3993183142720275e+47	4.0119654527770335e-05	4.1218716598991577e-06	3.4676336287474043e-13	3.5626280807960751e-14	1.0469458794419974e+21	1.3746734030552208e+20	7.8463221621734808e+20	1.9111144631459080e+20	-1.3210789093687970e+21	1.4786674941471513e+20
1.2000000000000000e+01	2.8349152782049489e+48	4.4010849743495110e+47	1.7704210499132881e+48	3.2182034616767737e+47	-3.2716583662754825e+48	3.8524547115470264e+47	4.6170076311623131e-05	4.3449173978569974e-06	3.9905854410884410e-13	3.7554116206333933e-14	1.3398156755882040e+21	1.8306286422291700e+20	9.6404725462505501e+20	2.3975846750827817e+20	-1.6527163316751187e+21	1.4805624817732960e+20
1.4000000000000000e+01	4.4589555885589289e+48	5.0440433025392781e+47	2.1945577752612362e+48	4.4217013494490137e+47	-5.3405824940635354e+48	4.7524604337373837e+47	7.2384978666156148e-05	5.7955405936192641e-06	6.2563994928018184e-13	5.0092184730289942e-14	1.9313899641140019e+21	2.0223670210969633e+20	9.5080267407651006e+20	2.7352115890710315e+20	-2.9059646966754239e+21	1.6566746814790215e+20
1.6000000000000000e+01	4.8279022328866071e+48	5.3039661029370666e+47	2.8403207118815914e+48	4.4290181107019623e+47	-5.2094827604597220e+48	4.8523661909752908e+47	7.2363536100692740e-05	5.5239944692882336e-06	6.2545461627579098e-13	4.7745149384224032e-14	2.3172889310337806e+21	2.3024908645533840e+20	1.6834924066009134e+21	3.2163458618344741e+20	-3.0277852417502221e+21	2.0347310504340950e+20
1.8000000000000000e+01	6.4942316163971023e+48	6.7468938483074982e+47	3.4486721930698654e+48	5.2005257645027801e+47	-6.5692262872111459e+48	5.3147201066163770e+47	8.8036569586262130e-05	6.4120583234862017e-06	7.6092023435937948e-13	5.5420888673455259e-14	3.1569127829568487e+21	2.7419557998194377e+20	1.9235436635573290e+21	3.4766095620227872e+20	-4.1180985523473828e+21	2.4289212510127846e+20
2.0000000000000000e+01	7.5701494269261550e+48	7.3033576316666473e+47	5.1865349568857502e+48	6.1945894631905377e+47	-7.7405729883505644e+48	5.3673841797637271e+47	1.0140354886185800e-04	6.2090706043819747e-06	8.7645409773983733e-13	5.3666419326015286e-14	4.1531688705824952e+21	3.1147544485980858e+20	2.9137013249056529e+21	4.5241200828570082e+20	-5.5220037371807798e+21	2.5599359460361178e+20
2.2000000000000000e+01	7.7378373584703009e+48	7.3767591629742459e+47	5.1319823271882650e+48	6.3694752219070550e+47	-6.7802497913884500e+48	5.0466976065112588e+47	9.6564366649505874e-05	6.0570844000833219e-06	8.3462793753805098e-13	5.2352767752154184e-14	5.0287428459233563e+21	3.5290414497337219e+20	3.1867644973410555e+21	4.6256376221320079e+20	-6.0819356787900510e+21	2.8780377217224520e+20
2.4000000000000000e+01	9.6628951552707208e+48	9.5899430806143845e+47	7.8832972702412688e+48	7.7305580300181489e+47	-7.5325981268474792e+48	5.7700796103542923e+47	1.1046568176706234e-04	6.9352561315251855e-06	9.5478018798199932e-13	5.9943007158765505e-14	6.2305426284179284e+21	4.0945948167605001e+20	4.6666978403443645e+21	5.7813469286456649e+20	-7.1780223785618637e+21	3.2188934494214357e+20
2.6000000000000000e+01	9.9558058538096882e+48	1.0289371433850276e+48	8.5753820193961866e+48	9.0714250361179173e+47	-7.3053772664678249e+48	6.3527687888467030e+47	1.1199019472460514e-04	7.0969341018938558e-06	9.6795690264034040e-13	6.1340426886520023e-14	6.4011258201244141e+21	4.9789271274712033e+20	4.3876824341880101e+21	6.8528291572811563e+20	-8.3077885588021235e+21	3.7215441947026804e+20
2.8000000000000000e+01	1.1106140840358412e+49	1.1035771086123305e+48	1.0403541160404462e+49	9.8283739880785959e+47	-7.0577198693545848e+48	6.3632048969810562e+47	1.1853558716917620e-04	7.1108937749887454e-06	1.0245302286604665e-12	6.1461083538328058e-14	8.1326100265959330e+21	5.4646511053240317e+20	6.9304981836109258e+21	7.5818561449146568e+20	-9.2928570230276295e+21	4.3674330604980018e+20
3.0000000000000000e+01	1.1446269164063282e+49	1.2629095272987638e+48	1.0729778099963303e+49	1.1205746870848730e+48	-7.4580869033920044e+48	7.6936619901339517e+47	1.1249064135095850e-04	7.5743098794465731e-06	9.7228237745153304e-13	6.5466495067504548e-14	8.3926366486106053e+21	6.3086425459595949e+20	7.9215783396499993e+21	8.8154452522580640e+20	-1.0254390244213285e+22	5.0511098098735520e+20
3.2000000000000000e+01	1.1914329446269282e+49	1.1732122991666585e+48	1.1499733735233954e+49	1.0685019037221399e+48	-7.7126301386407740e+48	7.1289948244747399e+47	1.1370943899860397e-04	6.9820028358314878e-06	9.8281672466703090e-13	6.0347049630700148e-14	1.0333618379539704e+22	6.8415704241418522e+20	1.0009898233531132e+22	9.6015903610059135e+20	-1.1635593086866272e+22	5.4899273590608586e+20
3.4000000000000000e+01	1.0961325518037219e+49	1.2024220461270284e+48	1.0078240110275267e+49	1.0336431346351057e+48	-7.0055974352139968e+48	6.7507230918193090e+47	9.8826887839011855e-05	6.8071068745418374e-06	8.5418342637471103e-13	5.8835383780037587e-14	1.0025887133291736e+22	7.6475550901396885e+20	1.0727109134967730e+22	1.1540367291219670e+21	-1.2936093864109999e+22	6.2752434143215210e+20
3.6000000000000000e+01	1.2817788698663370e+49	1.2197729781684336e+48	1.2247500255494163e+49	1.1715727532265935e+48	-8.5116466910097122e+48	7.9563256590368711e+47	1.0950591436384998e-04	7.0060771486359932e-06	9.4648469849603894e-13	6.0555129430121419e-14	1.3147705533822593e+22	8.6193352021160139e+20	1.4313212483766170e+22	1.2295210225953646e+21	-1.4873612091883080e+22	7.1907335518058552e+20
3.8000000000000000e+01	1.1347408915660614e+49	9.4558485421467550e+47	1.0589594035563232e+49	9.1170016600948506e+47	-7.4927015647820572e+48	6.0793896083026250e+47	9.5129353766574713e-05	5.3716576266612744e-06	8.2222479252319648e-13	4.6428467162983064e-14	1.3259624362707031e+22	8.3894693635849768e+20	1.6179173863688604e+22	1.3414366891234490e+21	-1.5230183976931280e+22	7.3750263471247629e+20
4.0000000000000000e+01	1.2568421866607182e+49	1.0215769800758976e+48	1.2377211041602230e+49	9.8529275657022416e+47	-8.3948176980415730e+48	6.1631439344972111e+47	1.0686536826951853e-04	6.1627922873068421e-06	9.2366185382616934e-13	5.3266425232196534e-14	1.5181882971987108e+22	9.5974693478753514e+20	1.7002141939844268e+22	1.4840451133148695e+21	-1.8030933531801321e+22	8.4542035145363751e+20
4.2000000000000000e+01	1.3827991661393838e+49	1.1189944552925751e+48	1.2599672748497681e+49	9.8833094730090427e+47	-8.4811490334070661e+48	6.2913841692198484e+47	1.0758043438182139e-04	6.2461752231735351e-06	9.2984233400972326e-13	5.3987123044474286e-14	1.7055584231295348e+22	1.0153766745238421e+21	2.1205075019542242e+22	1.6159253999326973e+21	-1.8626072405626128e+22	9.0933323063584778e+20
4.4000000000000000e+01	1.3656007065660899e+49	1.0747466404411279e+48	1.3878345408918385e+49	1.0791464525413021e+48	-8.7796179923045774e+48	6.4293413263310123e+47	1.1453700106139737e-04	6.5065884481443015e-06	9.8996953311614552e-13	5.6237934191549667e-14	1.9010286104347132e+22	1.1197880714658234e+21	2.2480151690401588e+22	1.6335231038986325e+21	-2.1466860136114493e+22	1.0052371393049020e+21
